,State,Year,Categories,Gender,Total
514,Assam,2008,Others Causes,Male,202
515,Assam,2008,Physical Abuse (Rape/Incest Etc.),Female,4
516,Assam,2008,Physical Abuse (Rape/Incest Etc.),Male,9
517,Assam,2008,Pressures of Society,Female,53
518,Assam,2008,Pressures of Society,Male,84
519,Assam,2008,Relation Troubles,Female,416
520,Assam,2008,Relation Troubles,Male,539
521,Assam,2008,Sickness,Female,82
522,Assam,2008,Sickness,Male,157
523,Assam,2009,Causes Not known,Female,280
524,Assam,2009,Causes Not known,Male,496
525,Assam,2009,Drug Abuse/Addiction,Female,24
526,Assam,2009,Drug Abuse/Addiction,Male,26
527,Assam,2009,Financial issues,Female,116
528,Assam,2009,Financial issues,Male,369
529,Assam,2009,Others Causes,Female,116
530,Assam,2009,Others Causes,Male,187
531,Assam,2009,Physical Abuse (Rape/Incest Etc.),Female,7
532,Assam,2009,Physical Abuse (Rape/Incest Etc.),Male,8
533,Assam,2009,Pressures of Society,Female,62
534,Assam,2009,Pressures of Society,Male,93
535,Assam,2009,Relation Troubles,Female,422
536,Assam,2009,Relation Troubles,Male,584
537,Assam,2009,Sickness,Female,57
538,Assam,2009,Sickness,Male,119
539,Assam,2010,Causes Not known,Female,279
540,Assam,2010,Causes Not known,Male,655
541,Assam,2010,Drug Abuse/Addiction,Female,11
542,Assam,2010,Drug Abuse/Addiction,Male,7
543,Assam,2010,Financial issues,Female,91
544,Assam,2010,Financial issues,Male,346
545,Assam,2010,Others Causes,Female,44
546,Assam,2010,Others Causes,Male,103
547,Assam,2010,Physical Abuse (Rape/Incest Etc.),Female,4
548,Assam,2010,Pressures of Society,Female,55
549,Assam,2010,Pressures of Society,Male,99
550,Assam,2010,Relation Troubles,Female,377
551,Assam,2010,Relation Troubles,Male,592
552,Assam,2010,Sickness,Female,106
553,Assam,2010,Sickness,Male,224
554,Assam,2011,Causes Not known,Female,241
555,Assam,2011,Causes Not known,Male,482
556,Assam,2011,Drug Abuse/Addiction,Female,7
557,Assam,2011,Drug Abuse/Addiction,Male,8
558,Assam,2011,Financial issues,Female,159
559,Assam,2011,Financial issues,Male,372
560,Assam,2011,Others Causes,Female,34
561,Assam,2011,Others Causes,Male,89
562,Assam,2011,Physical Abuse (Rape/Incest Etc.),Female,4
563,Assam,2011,Pressures of Society,Female,80
564,Assam,2011,Pressures of Society,Male,120
565,Assam,2011,Relation Troubles,Female,294
566,Assam,2011,Relation Troubles,Male,564
567,Assam,2011,Sickness,Female,81
568,Assam,2011,Sickness,Male,191
569,Assam,2012,Causes Not known,Female,296
570,Assam,2012,Causes Not known,Male,706
571,Assam,2012,Drug Abuse/Addiction,Female,4
572,Assam,2012,Drug Abuse/Addiction,Male,12
573,Assam,2012,Financial issues,Female,84
574,Assam,2012,Financial issues,Male,424
575,Assam,2012,Others Causes,Female,18
576,Assam,2012,Others Causes,Male,130
577,Assam,2012,Physical Abuse (Rape/Incest Etc.),Female,2
578,Assam,2012,Pressures of Society,Female,67
579,Assam,2012,Pressures of Society,Male,164
580,Assam,2012,Relation Troubles,Female,301
581,Assam,2012,Relation Troubles,Male,652
582,Assam,2012,Sickness,Female,100
583,Assam,2012,Sickness,Male,304
584,Bihar,2001,Causes Not known,Female,34
585,Bihar,2001,Causes Not known,Male,28
586,Bihar,2001,Drug Abuse/Addiction,Female,2
587,Bihar,2001,Drug Abuse/Addiction,Male,5
588,Bihar,2001,Financial issues,Male,4
589,Bihar,2001,Others Causes,Female,70
590,Bihar,2001,Others Causes,Male,75
591,Bihar,2001,Pressures of Society,Female,18
592,Bihar,2001,Pressures of Society,Male,27
593,Bihar,2001,Relation Troubles,Female,164
594,Bihar,2001,Relation Troubles,Male,145
595,Bihar,2001,Sickness,Female,8
596,Bihar,2001,Sickness,Male,23
597,Bihar,2002,Causes Not known,Female,28
598,Bihar,2002,Causes Not known,Male,54
599,Bihar,2002,Drug Abuse/Addiction,Female,6
600,Bihar,2002,Drug Abuse/Addiction,Male,12
601,Bihar,2002,Financial issues,Female,3
602,Bihar,2002,Financial issues,Male,18
603,Bihar,2002,Others Causes,Female,63
604,Bihar,2002,Others Causes,Male,148
605,Bihar,2002,Pressures of Society,Female,5
606,Bihar,2002,Pressures of Society,Male,10
607,Bihar,2002,Relation Troubles,Female,176
608,Bihar,2002,Relation Troubles,Male,144
609,Bihar,2002,Sickness,Female,13
610,Bihar,2002,Sickness,Male,40
611,Bihar,2003,Causes Not known,Female,44
612,Bihar,2003,Causes Not known,Male,87
613,Bihar,2003,Drug Abuse/Addiction,Male,5
614,Bihar,2003,Financial issues,Female,5
615,Bihar,2003,Financial issues,Male,9
616,Bihar,2003,Others Causes,Female,69
617,Bihar,2003,Others Causes,Male,94
618,Bihar,2003,Physical Abuse (Rape/Incest Etc.),Female,1
619,Bihar,2003,Physical Abuse (Rape/Incest Etc.),Male,2
620,Bihar,2003,Pressures of Society,Female,4
621,Bihar,2003,Pressures of Society,Male,13
622,Bihar,2003,Relation Troubles,Female,115
623,Bihar,2003,Relation Troubles,Male,116
624,Bihar,2003,Sickness,Female,10
625,Bihar,2003,Sickness,Male,25
626,Bihar,2004,Causes Not known,Female,21
627,Bihar,2004,Causes Not known,Male,38
628,Bihar,2004,Drug Abuse/Addiction,Female,1
629,Bihar,2004,Drug Abuse/Addiction,Male,4
630,Bihar,2004,Financial issues,Female,2
631,Bihar,2004,Financial issues,Male,10
632,Bihar,2004,Others Causes,Female,21
633,Bihar,2004,Others Causes,Male,35
634,Bihar,2004,Pressures of Society,Female,6
635,Bihar,2004,Pressures of Society,Male,4
636,Bihar,2004,Relation Troubles,Female,74
637,Bihar,2004,Relation Troubles,Male,97
638,Bihar,2004,Sickness,Female,14
639,Bihar,2004,Sickness,Male,24
640,Bihar,2005,Causes Not known,Female,20
641,Bihar,2005,Causes Not known,Male,23
642,Bihar,2005,Drug Abuse/Addiction,Female,3
643,Bihar,2005,Drug Abuse/Addiction,Male,9
644,Bihar,2005,Financial issues,Male,5
645,Bihar,2005,Others Causes,Female,71
646,Bihar,2005,Others Causes,Male,145
647,Bihar,2005,Physical Abuse (Rape/Incest Etc.),Female,8
648,Bihar,2005,Pressures of Society,Female,21
649,Bihar,2005,Pressures of Society,Male,26
650,Bihar,2005,Relation Troubles,Female,77
651,Bihar,2005,Relation Troubles,Male,85
652,Bihar,2005,Sickness,Female,16
653,Bihar,2005,Sickness,Male,34
654,Bihar,2006,Causes Not known,Female,42
655,Bihar,2006,Causes Not known,Male,44
656,Bihar,2006,Drug Abuse/Addiction,Male,9
657,Bihar,2006,Financial issues,Female,7
658,Bihar,2006,Financial issues,Male,9
659,Bihar,2006,Others Causes,Female,50
660,Bihar,2006,Others Causes,Male,73
661,Bihar,2006,Physical Abuse (Rape/Incest Etc.),Female,5
662,Bihar,2006,Physical Abuse (Rape/Incest Etc.),Male,3
663,Bihar,2006,Pressures of Society,Female,18
664,Bihar,2006,Pressures of Society,Male,19
665,Bihar,2006,Relation Troubles,Female,157
666,Bihar,2006,Relation Troubles,Male,113
667,Bihar,2006,Sickness,Female,40
668,Bihar,2006,Sickness,Male,29
669,Bihar,2007,Causes Not known,Female,22
670,Bihar,2007,Causes Not known,Male,47
671,Bihar,2007,Drug Abuse/Addiction,Female,4
672,Bihar,2007,Drug Abuse/Addiction,Male,27
673,Bihar,2007,Financial issues,Female,17
674,Bihar,2007,Financial issues,Male,63
675,Bihar,2007,Others Causes,Female,94
676,Bihar,2007,Others Causes,Male,126
677,Bihar,2007,Pressures of Society,Female,19
678,Bihar,2007,Pressures of Society,Male,26
679,Bihar,2007,Relation Troubles,Female,215
680,Bihar,2007,Relation Troubles,Male,174
681,Bihar,2007,Sickness,Female,60
682,Bihar,2007,Sickness,Male,71
683,Bihar,2008,Causes Not known,Female,68
684,Bihar,2008,Causes Not known,Male,134
685,Bihar,2008,Drug Abuse/Addiction,Female,3
686,Bihar,2008,Drug Abuse/Addiction,Male,20
687,Bihar,2008,Financial issues,Female,13
688,Bihar,2008,Financial issues,Male,38
689,Bihar,2008,Others Causes,Female,141
690,Bihar,2008,Others Causes,Male,215
691,Bihar,2008,Physical Abuse (Rape/Incest Etc.),Male,4
692,Bihar,2008,Pressures of Society,Female,11
693,Bihar,2008,Pressures of Society,Male,12
694,Bihar,2008,Relation Troubles,Female,138
695,Bihar,2008,Relation Troubles,Male,118
696,Bihar,2008,Sickness,Female,32
697,Bihar,2008,Sickness,Male,68
698,Bihar,2009,Causes Not known,Female,76
699,Bihar,2009,Causes Not known,Male,88
700,Bihar,2009,Drug Abuse/Addiction,Female,1
701,Bihar,2009,Drug Abuse/Addiction,Male,22
702,Bihar,2009,Financial issues,Female,3
703,Bihar,2009,Financial issues,Male,9
704,Bihar,2009,Others Causes,Female,172
705,Bihar,2009,Others Causes,Male,200
706,Bihar,2009,Pressures of Society,Female,13
707,Bihar,2009,Pressures of Society,Male,19
708,Bihar,2009,Relation Troubles,Female,249
709,Bihar,2009,Relation Troubles,Male,132
710,Bihar,2009,Sickness,Female,23
711,Bihar,2009,Sickness,Male,44
712,Bihar,2010,Causes Not known,Female,57
713,Bihar,2010,Causes Not known,Male,82
714,Bihar,2010,Drug Abuse/Addiction,Female,3
715,Bihar,2010,Drug Abuse/Addiction,Male,30
716,Bihar,2010,Financial issues,Female,7
717,Bihar,2010,Financial issues,Male,20
718,Bihar,2010,Others Causes,Female,193
719,Bihar,2010,Others Causes,Male,351
720,Bihar,2010,Physical Abuse (Rape/Incest Etc.),Female,1
721,Bihar,2010,Physical Abuse (Rape/Incest Etc.),Male,2
722,Bihar,2010,Pressures of Society,Female,26
723,Bihar,2010,Pressures of Society,Male,26
724,Bihar,2010,Relation Troubles,Female,204
725,Bihar,2010,Relation Troubles,Male,157
726,Bihar,2010,Sickness,Female,23
727,Bihar,2010,Sickness,Male,44
728,Bihar,2011,Causes Not known,Female,18
729,Bihar,2011,Causes Not known,Male,32
730,Bihar,2011,Drug Abuse/Addiction,Male,8
731,Bihar,2011,Financial issues,Female,6
732,Bihar,2011,Financial issues,Male,12
733,Bihar,2011,Others Causes,Female,166
734,Bihar,2011,Others Causes,Male,220
735,Bihar,2011,Physical Abuse (Rape/Incest Etc.),Female,2
736,Bihar,2011,Pressures of Society,Female,20
737,Bihar,2011,Pressures of Society,Male,20
738,Bihar,2011,Relation Troubles,Female,126
739,Bihar,2011,Relation Troubles,Male,115
740,Bihar,2011,Sickness,Female,11
741,Bihar,2011,Sickness,Male,39
742,Bihar,2012,Causes Not known,Female,44
743,Bihar,2012,Causes Not known,Male,113
744,Bihar,2012,Drug Abuse/Addiction,Male,10
745,Bihar,2012,Financial issues,Male,4
746,Bihar,2012,Others Causes,Female,122
747,Bihar,2012,Others Causes,Male,165
748,Bihar,2012,Pressures of Society,Female,22
749,Bihar,2012,Pressures of Society,Male,19
750,Bihar,2012,Relation Troubles,Female,91
751,Bihar,2012,Relation Troubles,Male,89
752,Bihar,2012,Sickness,Female,25
753,Bihar,2012,Sickness,Male,55
754,Chandigarh,2001,Financial issues,Female,1
755,Chandigarh,2001,Financial issues,Male,1
756,Chandigarh,2001,Others Causes,Female,7
757,Chandigarh,2001,Others Causes,Male,25
758,Chandigarh,2001,Pressures of Society,Female,2
759,Chandigarh,2001,Relation Troubles,Female,11
760,Chandigarh,2001,Relation Troubles,Male,4
761,Chandigarh,2001,Sickness,Female,10
762,Chandigarh,2001,Sickness,Male,9
763,Chandigarh,2002,Causes Not known,Female,1
764,Chandigarh,2002,Causes Not known,Male,7
765,Chandigarh,2002,Drug Abuse/Addiction,Male,1
766,Chandigarh,2002,Financial issues,Female,1
767,Chandigarh,2002,Financial issues,Male,3
768,Chandigarh,2002,Others Causes,Female,5
769,Chandigarh,2002,Others Causes,Male,13
770,Chandigarh,2002,Pressures of Society,Female,2
771,Chandigarh,2002,Pressures of Society,Male,1
772,Chandigarh,2002,Relation Troubles,Female,21
773,Chandigarh,2002,Relation Troubles,Male,18
774,Chandigarh,2002,Sickness,Female,4
775,Chandigarh,2002,Sickness,Male,10
776,Chandigarh,2003,Causes Not known,Female,3
777,Chandigarh,2003,Causes Not known,Male,6
778,Chandigarh,2003,Drug Abuse/Addiction,Male,4
779,Chandigarh,2003,Financial issues,Male,4
780,Chandigarh,2003,Others Causes,Female,8
781,Chandigarh,2003,Others Causes,Male,22
782,Chandigarh,2003,Pressures of Society,Female,2
783,Chandigarh,2003,Relation Troubles,Female,15
784,Chandigarh,2003,Relation Troubles,Male,24
785,Chandigarh,2003,Sickness,Female,7
786,Chandigarh,2003,Sickness,Male,8
787,Chandigarh,2004,Causes Not known,Female,3
788,Chandigarh,2004,Causes Not known,Male,10
789,Chandigarh,2004,Drug Abuse/Addiction,Male,5
790,Chandigarh,2004,Financial issues,Female,1
791,Chandigarh,2004,Financial issues,Male,6
792,Chandigarh,2004,Pressures of Society,Female,5
793,Chandigarh,2004,Pressures of Society,Male,3
794,Chandigarh,2004,Relation Troubles,Female,12
795,Chandigarh,2004,Relation Troubles,Male,15
796,Chandigarh,2004,Sickness,Female,2
797,Chandigarh,2004,Sickness,Male,13
798,Chandigarh,2005,Causes Not known,Female,10
799,Chandigarh,2005,Causes Not known,Male,19
800,Chandigarh,2005,Drug Abuse/Addiction,Male,5
801,Chandigarh,2005,Financial issues,Male,5
802,Chandigarh,2005,Others Causes,Female,3
803,Chandigarh,2005,Others Causes,Male,3
804,Chandigarh,2005,Pressures of Society,Female,2
805,Chandigarh,2005,Pressures of Society,Male,5
806,Chandigarh,2005,Relation Troubles,Female,11
807,Chandigarh,2005,Relation Troubles,Male,19
808,Chandigarh,2005,Sickness,Male,7
809,Chandigarh,2006,Causes Not known,Female,10
810,Chandigarh,2006,Causes Not known,Male,19
811,Chandigarh,2006,Drug Abuse/Addiction,Male,1
812,Chandigarh,2006,Financial issues,Male,12
813,Chandigarh,2006,Pressures of Society,Male,2
814,Chandigarh,2006,Relation Troubles,Female,10
815,Chandigarh,2006,Relation Troubles,Male,21
816,Chandigarh,2006,Sickness,Female,4
817,Chandigarh,2006,Sickness,Male,1
818,Chandigarh,2007,Causes Not known,Female,1
819,Chandigarh,2007,Causes Not known,Male,8
820,Chandigarh,2007,Financial issues,Female,1
821,Chandigarh,2007,Financial issues,Male,12
822,Chandigarh,2007,Others Causes,Female,2
823,Chandigarh,2007,Pressures of Society,Male,8
824,Chandigarh,2007,Relation Troubles,Female,18
825,Chandigarh,2007,Relation Troubles,Male,24
826,Chandigarh,2007,Sickness,Male,8
827,Chandigarh,2008,Causes Not known,Male,5
828,Chandigarh,2008,Drug Abuse/Addiction,Male,4
829,Chandigarh,2008,Financial issues,Male,15
830,Chandigarh,2008,Pressures of Society,Female,2
831,Chandigarh,2008,Pressures of Society,Male,4
832,Chandigarh,2008,Relation Troubles,Female,22
833,Chandigarh,2008,Relation Troubles,Male,18
834,Chandigarh,2008,Sickness,Female,1
835,Chandigarh,2008,Sickness,Male,12
836,Chandigarh,2009,Causes Not known,Female,10
837,Chandigarh,2009,Causes Not known,Male,11
838,Chandigarh,2009,Drug Abuse/Addiction,Male,1
839,Chandigarh,2009,Financial issues,Female,1
840,Chandigarh,2009,Financial issues,Male,3
841,Chandigarh,2009,Others Causes,Male,1
842,Chandigarh,2009,Physical Abuse (Rape/Incest Etc.),Male,4
843,Chandigarh,2009,Pressures of Society,Female,4
844,Chandigarh,2009,Pressures of Society,Male,5
845,Chandigarh,2009,Relation Troubles,Female,15
846,Chandigarh,2009,Relation Troubles,Male,19
847,Chandigarh,2009,Sickness,Female,1
848,Chandigarh,2010,Causes Not known,Male,1
849,Chandigarh,2010,Financial issues,Male,9
850,Chandigarh,2010,Others Causes,Female,4
851,Chandigarh,2010,Others Causes,Male,11
852,Chandigarh,2010,Physical Abuse (Rape/Incest Etc.),Female,1
853,Chandigarh,2010,Pressures of Society,Female,5
854,Chandigarh,2010,Relation Troubles,Female,23
855,Chandigarh,2010,Relation Troubles,Male,7
856,Chandigarh,2010,Sickness,Female,7
857,Chandigarh,2010,Sickness,Male,3
858,Chandigarh,2011,Causes Not known,Male,1
859,Chandigarh,2011,Drug Abuse/Addiction,Male,4
860,Chandigarh,2011,Financial issues,Male,1
861,Chandigarh,2011,Others Causes,Female,29
862,Chandigarh,2011,Others Causes,Male,43
863,Chandigarh,2011,Relation Troubles,Female,18
864,Chandigarh,2011,Relation Troubles,Male,4
865,Chandigarh,2011,Sickness,Female,1
866,Chandigarh,2011,Sickness,Male,4
867,Chandigarh,2012,Causes Not known,Male,1
868,Chandigarh,2012,Drug Abuse/Addiction,Male,6
869,Chandigarh,2012,Financial issues,Female,4
870,Chandigarh,2012,Financial issues,Male,16
871,Chandigarh,2012,Others Causes,Female,21
872,Chandigarh,2012,Others Causes,Male,32
873,Chandigarh,2012,Pressures of Society,Female,1
874,Chandigarh,2012,Relation Troubles,Female,12
875,Chandigarh,2012,Relation Troubles,Male,20
876,Chandigarh,2012,Sickness,Female,1
877,Chhattisgarh,2001,Causes Not known,Female,402
878,Chhattisgarh,2001,Causes Not known,Male,778
879,Chhattisgarh,2001,Drug Abuse/Addiction,Female,14
880,Chhattisgarh,2001,Drug Abuse/Addiction,Male,69
881,Chhattisgarh,2001,Financial issues,Female,18
882,Chhattisgarh,2001,Financial issues,Male,138
883,Chhattisgarh,2001,Others Causes,Female,271
884,Chhattisgarh,2001,Others Causes,Male,540
885,Chhattisgarh,2001,Physical Abuse (Rape/Incest Etc.),Female,12
886,Chhattisgarh,2001,Physical Abuse (Rape/Incest Etc.),Male,9
887,Chhattisgarh,2001,Pressures of Society,Female,34
888,Chhattisgarh,2001,Pressures of Society,Male,80
889,Chhattisgarh,2001,Relation Troubles,Female,386
890,Chhattisgarh,2001,Relation Troubles,Male,439
891,Chhattisgarh,2001,Sickness,Female,248
892,Chhattisgarh,2001,Sickness,Male,587
893,Chhattisgarh,2002,Causes Not known,Female,380
894,Chhattisgarh,2002,Causes Not known,Male,903
895,Chhattisgarh,2002,Drug Abuse/Addiction,Female,3
896,Chhattisgarh,2002,Drug Abuse/Addiction,Male,44
897,Chhattisgarh,2002,Financial issues,Female,9
898,Chhattisgarh,2002,Financial issues,Male,87
899,Chhattisgarh,2002,Others Causes,Female,265
900,Chhattisgarh,2002,Others Causes,Male,534
901,Chhattisgarh,2002,Physical Abuse (Rape/Incest Etc.),Female,10
902,Chhattisgarh,2002,Physical Abuse (Rape/Incest Etc.),Male,5
903,Chhattisgarh,2002,Pressures of Society,Female,40
904,Chhattisgarh,2002,Pressures of Society,Male,63
905,Chhattisgarh,2002,Relation Troubles,Female,340
906,Chhattisgarh,2002,Relation Troubles,Male,400
907,Chhattisgarh,2002,Sickness,Female,274
908,Chhattisgarh,2002,Sickness,Male,593
909,Chhattisgarh,2003,Causes Not known,Female,354
910,Chhattisgarh,2003,Causes Not known,Male,719
911,Chhattisgarh,2003,Drug Abuse/Addiction,Female,11
912,Chhattisgarh,2003,Drug Abuse/Addiction,Male,87
913,Chhattisgarh,2003,Financial issues,Female,25
914,Chhattisgarh,2003,Financial issues,Male,83
915,Chhattisgarh,2003,Others Causes,Female,354
916,Chhattisgarh,2003,Others Causes,Male,795
917,Chhattisgarh,2003,Physical Abuse (Rape/Incest Etc.),Female,4
918,Chhattisgarh,2003,Physical Abuse (Rape/Incest Etc.),Male,3
919,Chhattisgarh,2003,Pressures of Society,Female,25
920,Chhattisgarh,2003,Pressures of Society,Male,39
921,Chhattisgarh,2003,Relation Troubles,Female,375
922,Chhattisgarh,2003,Relation Troubles,Male,429
923,Chhattisgarh,2003,Sickness,Female,179
924,Chhattisgarh,2003,Sickness,Male,437
925,Chhattisgarh,2004,Causes Not known,Female,441
926,Chhattisgarh,2004,Causes Not known,Male,942
927,Chhattisgarh,2004,Drug Abuse/Addiction,Female,3
928,Chhattisgarh,2004,Drug Abuse/Addiction,Male,39
929,Chhattisgarh,2004,Financial issues,Female,11
930,Chhattisgarh,2004,Financial issues,Male,85
931,Chhattisgarh,2004,Others Causes,Female,360
932,Chhattisgarh,2004,Others Causes,Male,750
933,Chhattisgarh,2004,Physical Abuse (Rape/Incest Etc.),Female,8
934,Chhattisgarh,2004,Physical Abuse (Rape/Incest Etc.),Male,4
935,Chhattisgarh,2004,Pressures of Society,Female,20
936,Chhattisgarh,2004,Pressures of Society,Male,43
937,Chhattisgarh,2004,Relation Troubles,Female,400
938,Chhattisgarh,2004,Relation Troubles,Male,562
939,Chhattisgarh,2004,Sickness,Female,266
940,Chhattisgarh,2004,Sickness,Male,561
941,Chhattisgarh,2005,Causes Not known,Female,418
942,Chhattisgarh,2005,Causes Not known,Male,945
943,Chhattisgarh,2005,Drug Abuse/Addiction,Female,24
944,Chhattisgarh,2005,Drug Abuse/Addiction,Male,109
945,Chhattisgarh,2005,Financial issues,Female,12
946,Chhattisgarh,2005,Financial issues,Male,89
947,Chhattisgarh,2005,Others Causes,Female,361
948,Chhattisgarh,2005,Others Causes,Male,925
949,Chhattisgarh,2005,Physical Abuse (Rape/Incest Etc.),Female,5
