,State,Year,Type_code,Type,Gender,Age_group,Total,Categories
4115,A & N Islands,2008,Causes,Other Prolonged Illness,Male,45-59,7,Sickness
4117,A & N Islands,2008,Causes,Bankruptcy or Sudden change in Economic,Male,45-59,1,Financial issues
4130,A & N Islands,2008,Causes,Insanity/Mental Illness,Female,60+,1,Sickness
4136,A & N Islands,2008,Causes,Other Causes (Please Specity),Female,60+,1,Others Causes
4139,A & N Islands,2008,Causes,Other Prolonged Illness,Female,60+,2,Sickness
4149,A & N Islands,2008,Causes,Other Prolonged Illness,Male,60+,6,Sickness
4157,A & N Islands,2008,Causes,Insanity/Mental Illness,Male,60+,2,Sickness
4162,A & N Islands,2008,Causes,Causes Not known,Male,60+,4,Causes Not known
4165,A & N Islands,2008,Causes,Property Dispute,Male,60+,1,Financial issues
4169,A & N Islands,2008,Causes,Other Causes (Please Specity),Male,60+,1,Others Causes
4487,A & N Islands,2009,Causes,Other Causes (Please Specity),Female,0-14,7,Others Causes
4516,A & N Islands,2009,Causes,Other Causes (Please Specity),Male,0-14,1,Others Causes
4528,A & N Islands,2009,Causes,Family Problems,Female,15-29,1,Relation Troubles
4529,A & N Islands,2009,Causes,Other Causes (Please Specity),Female,15-29,8,Others Causes
4531,A & N Islands,2009,Causes,Failure in Examination,Female,15-29,1,Pressures of Society
4533,A & N Islands,2009,Causes,Other Prolonged Illness,Female,15-29,3,Sickness
4534,A & N Islands,2009,Causes,Love Affairs,Female,15-29,1,Relation Troubles
4540,A & N Islands,2009,Causes,Causes Not known,Female,15-29,4,Causes Not known
4548,A & N Islands,2009,Causes,Insanity/Mental Illness,Female,15-29,1,Sickness
4555,A & N Islands,2009,Causes,Other Causes (Please Specity),Male,15-29,14,Others Causes
4557,A & N Islands,2009,Causes,Love Affairs,Male,15-29,2,Relation Troubles
4561,A & N Islands,2009,Causes,Causes Not known,Male,15-29,7,Causes Not known
4562,A & N Islands,2009,Causes,Other Prolonged Illness,Male,15-29,4,Sickness
4563,A & N Islands,2009,Causes,Insanity/Mental Illness,Male,15-29,4,Sickness
4580,A & N Islands,2009,Causes,Insanity/Mental Illness,Female,30-44,5,Sickness
4595,A & N Islands,2009,Causes,Causes Not known,Female,30-44,2,Causes Not known
4596,A & N Islands,2009,Causes,Other Causes (Please Specity),Female,30-44,5,Others Causes
4600,A & N Islands,2009,Causes,Other Prolonged Illness,Female,30-44,2,Sickness
4604,A & N Islands,2009,Causes,Insanity/Mental Illness,Male,30-44,5,Sickness
4605,A & N Islands,2009,Causes,Other Prolonged Illness,Male,30-44,3,Sickness
4609,A & N Islands,2009,Causes,Other Causes (Please Specity),Male,30-44,7,Others Causes
4613,A & N Islands,2009,Causes,Causes Not known,Male,30-44,8,Causes Not known
4645,A & N Islands,2009,Causes,Other Prolonged Illness,Female,45-59,3,Sickness
4651,A & N Islands,2009,Causes,Other Causes (Please Specity),Female,45-59,1,Others Causes
4661,A & N Islands,2009,Causes,Causes Not known,Male,45-59,9,Causes Not known
4664,A & N Islands,2009,Causes,Other Causes (Please Specity),Male,45-59,6,Others Causes
4666,A & N Islands,2009,Causes,Other Prolonged Illness,Male,45-59,6,Sickness
4669,A & N Islands,2009,Causes,Insanity/Mental Illness,Male,45-59,4,Sickness
4692,A & N Islands,2009,Causes,Other Prolonged Illness,Female,60+,1,Sickness
4712,A & N Islands,2009,Causes,Love Affairs,Male,60+,1,Relation Troubles
4717,A & N Islands,2009,Causes,Other Prolonged Illness,Male,60+,3,Sickness
4724,A & N Islands,2009,Causes,Insanity/Mental Illness,Male,60+,1,Sickness
4729,A & N Islands,2009,Causes,Causes Not known,Male,60+,1,Causes Not known
5070,A & N Islands,2010,Causes,Other Causes (Please Specity),Male,0-14,4,Others Causes
5087,A & N Islands,2010,Causes,Poverty,Female,15-29,1,Financial issues
5088,A & N Islands,2010,Causes,Other Prolonged Illness,Female,15-29,3,Sickness
5091,A & N Islands,2010,Causes,Love Affairs,Female,15-29,1,Relation Troubles
5092,A & N Islands,2010,Causes,Other Causes (Please Specity),Female,15-29,12,Others Causes
5097,A & N Islands,2010,Causes,Family Problems,Female,15-29,2,Relation Troubles
5098,A & N Islands,2010,Causes,Insanity/Mental Illness,Female,15-29,2,Sickness
5103,A & N Islands,2010,Causes,Causes Not known,Female,15-29,5,Causes Not known
5106,A & N Islands,2010,Causes,Not having Children(Barrenness/Impotency,Female,15-29,2,Relation Troubles
5113,A & N Islands,2010,Causes,Unemployment,Male,15-29,3,Financial issues
5116,A & N Islands,2010,Causes,Other Causes (Please Specity),Male,15-29,13,Others Causes
5119,A & N Islands,2010,Causes,Causes Not known,Male,15-29,4,Causes Not known
5122,A & N Islands,2010,Causes,Insanity/Mental Illness,Male,15-29,10,Sickness
5124,A & N Islands,2010,Causes,Love Affairs,Male,15-29,3,Relation Troubles
5129,A & N Islands,2010,Causes,Other Prolonged Illness,Male,15-29,5,Sickness
5136,A & N Islands,2010,Causes,Poverty,Male,15-29,1,Financial issues
5138,A & N Islands,2010,Causes,Family Problems,Female,30-44,1,Relation Troubles
5147,A & N Islands,2010,Causes,Insanity/Mental Illness,Female,30-44,4,Sickness
5153,A & N Islands,2010,Causes,Other Causes (Please Specity),Female,30-44,5,Others Causes
5161,A & N Islands,2010,Causes,Other Prolonged Illness,Female,30-44,1,Sickness
5163,A & N Islands,2010,Causes,Property Dispute,Male,30-44,1,Financial issues
5164,A & N Islands,2010,Causes,Unemployment,Male,30-44,1,Financial issues
5167,A & N Islands,2010,Causes,Other Prolonged Illness,Male,30-44,3,Sickness
5169,A & N Islands,2010,Causes,Insanity/Mental Illness,Male,30-44,7,Sickness
5171,A & N Islands,2010,Causes,Causes Not known,Male,30-44,4,Causes Not known
5175,A & N Islands,2010,Causes,Paralysis,Male,30-44,1,Sickness
5177,A & N Islands,2010,Causes,Other Causes (Please Specity),Male,30-44,14,Others Causes
5184,A & N Islands,2010,Causes,Love Affairs,Male,30-44,1,Relation Troubles
5187,A & N Islands,2010,Causes,Family Problems,Male,30-44,1,Relation Troubles
5211,A & N Islands,2010,Causes,Other Causes (Please Specity),Female,45-59,2,Others Causes
5222,A & N Islands,2010,Causes,Other Prolonged Illness,Male,45-59,4,Sickness
5228,A & N Islands,2010,Causes,Causes Not known,Male,45-59,5,Causes Not known
5232,A & N Islands,2010,Causes,Insanity/Mental Illness,Male,45-59,2,Sickness
5235,A & N Islands,2010,Causes,Other Causes (Please Specity),Male,45-59,6,Others Causes
5237,A & N Islands,2010,Causes,Property Dispute,Male,45-59,1,Financial issues
5249,A & N Islands,2010,Causes,Other Prolonged Illness,Female,60+,3,Sickness
5268,A & N Islands,2010,Causes,Family Problems,Male,60+,2,Relation Troubles
5271,A & N Islands,2010,Causes,Insanity/Mental Illness,Male,60+,2,Sickness
5286,A & N Islands,2010,Causes,Other Prolonged Illness,Male,60+,5,Sickness
5291,A & N Islands,2010,Causes,Causes Not known,Male,60+,3,Causes Not known
5292,A & N Islands,2010,Causes,Other Causes (Please Specity),Male,60+,6,Others Causes
5597,A & N Islands,2011,Causes,Other Causes (Please Specity),Female,0-14,2,Others Causes
5607,A & N Islands,2011,Causes,Causes Not known,Female,0-14,2,Causes Not known
5623,A & N Islands,2011,Causes,Other Causes (Please Specity),Male,0-14,1,Others Causes
5644,A & N Islands,2011,Causes,Other Prolonged Illness,Female,15-29,3,Sickness
5647,A & N Islands,2011,Causes,Other Causes (Please Specity),Female,15-29,6,Others Causes
5649,A & N Islands,2011,Causes,Love Affairs,Female,15-29,2,Relation Troubles
5656,A & N Islands,2011,Causes,Causes Not known,Female,15-29,3,Causes Not known
5665,A & N Islands,2011,Causes,Failure in Examination,Female,15-29,1,Pressures of Society
5668,A & N Islands,2011,Causes,Insanity/Mental Illness,Female,15-29,4,Sickness
5671,A & N Islands,2011,Causes,Insanity/Mental Illness,Male,15-29,1,Sickness
5672,A & N Islands,2011,Causes,Other Causes (Please Specity),Male,15-29,4,Others Causes
5675,A & N Islands,2011,Causes,Unemployment,Male,15-29,2,Financial issues
5677,A & N Islands,2011,Causes,Causes Not known,Male,15-29,9,Causes Not known
5680,A & N Islands,2011,Causes,Love Affairs,Male,15-29,7,Relation Troubles
5687,A & N Islands,2011,Causes,Family Problems,Male,15-29,1,Relation Troubles
5689,A & N Islands,2011,Causes,Failure in Examination,Male,15-29,2,Pressures of Society
5694,A & N Islands,2011,Causes,Other Prolonged Illness,Male,15-29,2,Sickness
5699,A & N Islands,2011,Causes,Love Affairs,Female,30-44,1,Relation Troubles
5711,A & N Islands,2011,Causes,Causes Not known,Female,30-44,1,Causes Not known
5713,A & N Islands,2011,Causes,Other Prolonged Illness,Female,30-44,4,Sickness
5714,A & N Islands,2011,Causes,Cancellation/Non-Settlement of Marriage,Female,30-44,1,Relation Troubles
5719,A & N Islands,2011,Causes,Insanity/Mental Illness,Female,30-44,1,Sickness
5720,A & N Islands,2011,Causes,Other Causes (Please Specity),Female,30-44,3,Others Causes
5723,A & N Islands,2011,Causes,Unemployment,Male,30-44,1,Financial issues
5730,A & N Islands,2011,Causes,Insanity/Mental Illness,Male,30-44,7,Sickness
5733,A & N Islands,2011,Causes,Other Prolonged Illness,Male,30-44,3,Sickness
5734,A & N Islands,2011,Causes,Causes Not known,Male,30-44,13,Causes Not known
5739,A & N Islands,2011,Causes,Family Problems,Male,30-44,2,Relation Troubles
5744,A & N Islands,2011,Causes,Other Causes (Please Specity),Male,30-44,9,Others Causes
5748,A & N Islands,2011,Causes,Family Problems,Female,45-59,1,Relation Troubles
5752,A & N Islands,2011,Causes,Insanity/Mental Illness,Female,45-59,1,Sickness
5757,A & N Islands,2011,Causes,Other Prolonged Illness,Female,45-59,1,Sickness
5765,A & N Islands,2011,Causes,Causes Not known,Female,45-59,3,Causes Not known
5779,A & N Islands,2011,Causes,Causes Not known,Male,45-59,6,Causes Not known
5793,A & N Islands,2011,Causes,Other Causes (Please Specity),Male,45-59,3,Others Causes
5794,A & N Islands,2011,Causes,Other Prolonged Illness,Male,45-59,5,Sickness
5798,A & N Islands,2011,Causes,Insanity/Mental Illness,Male,45-59,6,Sickness
5802,A & N Islands,2011,Causes,Family Problems,Female,60+,1,Relation Troubles
5809,A & N Islands,2011,Causes,Causes Not known,Female,60+,1,Causes Not known
5830,A & N Islands,2011,Causes,Other Causes (Please Specity),Male,60+,3,Others Causes
5841,A & N Islands,2011,Causes,Insanity/Mental Illness,Male,60+,1,Sickness
5842,A & N Islands,2011,Causes,Other Prolonged Illness,Male,60+,5,Sickness
5849,A & N Islands,2011,Causes,Causes Not known,Male,60+,1,Causes Not known
6158,A & N Islands,2012,Causes,Other Causes (Please Specity),Female,0-14,1,Others Causes
6188,A & N Islands,2012,Causes,Causes Not known,Male,0-14,1,Causes Not known
6203,A & N Islands,2012,Causes,Other Causes (Please Specity),Male,0-14,1,Others Causes
6205,A & N Islands,2012,Causes,Insanity/Mental Illness,Female,15-29,2,Sickness
6209,A & N Islands,2012,Causes,Love Affairs,Female,15-29,1,Relation Troubles
6211,A & N Islands,2012,Causes,Causes Not known,Female,15-29,5,Causes Not known
6212,A & N Islands,2012,Causes,Other Prolonged Illness,Female,15-29,3,Sickness
6218,A & N Islands,2012,Causes,Other Causes (Please Specity),Female,15-29,9,Others Causes
6229,A & N Islands,2012,Causes,Unemployment,Female,15-29,1,Financial issues
6232,A & N Islands,2012,Causes,Insanity/Mental Illness,Male,15-29,6,Sickness
6234,A & N Islands,2012,Causes,Love Affairs,Male,15-29,4,Relation Troubles
6236,A & N Islands,2012,Causes,Unemployment,Male,15-29,4,Financial issues
6238,A & N Islands,2012,Causes,Other Causes (Please Specity),Male,15-29,5,Others Causes
6248,A & N Islands,2012,Causes,Causes Not known,Male,15-29,2,Causes Not known
6252,A & N Islands,2012,Causes,Other Prolonged Illness,Male,15-29,1,Sickness
6257,A & N Islands,2012,Causes,Other Causes (Please Specity),Female,30-44,5,Others Causes
6266,A & N Islands,2012,Causes,Causes Not known,Female,30-44,3,Causes Not known
6275,A & N Islands,2012,Causes,Insanity/Mental Illness,Female,30-44,3,Sickness
6278,A & N Islands,2012,Causes,Other Prolonged Illness,Female,30-44,1,Sickness
6285,A & N Islands,2012,Causes,Other Prolonged Illness,Male,30-44,6,Sickness
6296,A & N Islands,2012,Causes,Death of Dear Person,Male,30-44,1,Relation Troubles
6299,A & N Islands,2012,Causes,Causes Not known,Male,30-44,6,Causes Not known
6301,A & N Islands,2012,Causes,Insanity/Mental Illness,Male,30-44,7,Sickness
6304,A & N Islands,2012,Causes,Other Causes (Please Specity),Male,30-44,6,Others Causes
6331,A & N Islands,2012,Causes,Other Causes (Please Specity),Female,45-59,3,Others Causes
6347,A & N Islands,2012,Causes,Other Causes (Please Specity),Male,45-59,6,Others Causes
6348,A & N Islands,2012,Causes,Cancer,Male,45-59,3,Sickness
6349,A & N Islands,2012,Causes,Causes Not known,Male,45-59,3,Causes Not known
6353,A & N Islands,2012,Causes,Other Prolonged Illness,Male,45-59,3,Sickness
6354,A & N Islands,2012,Causes,Insanity/Mental Illness,Male,45-59,5,Sickness
6368,A & N Islands,2012,Causes,Other Causes (Please Specity),Female,60+,1,Others Causes
6375,A & N Islands,2012,Causes,Other Prolonged Illness,Female,60+,3,Sickness
6388,A & N Islands,2012,Causes,Insanity/Mental Illness,Male,60+,1,Sickness
6393,A & N Islands,2012,Causes,Other Causes (Please Specity),Male,60+,2,Others Causes
6407,A & N Islands,2012,Causes,Other Prolonged Illness,Male,60+,6,Sickness
6411,A & N Islands,2012,Causes,Causes Not known,Male,60+,1,Causes Not known
6713,Andhra Pradesh,2001,Causes,Poverty,Female,0-14,4,Financial issues
6715,Andhra Pradesh,2001,Causes,Failure in Examination,Female,0-14,6,Pressures of Society
6716,Andhra Pradesh,2001,Causes,Family Problems,Female,0-14,20,Relation Troubles
6718,Andhra Pradesh,2001,Causes,Illness (Aids/STD),Female,0-14,4,Sickness
6719,Andhra Pradesh,2001,Causes,Insanity/Mental Illness,Female,0-14,2,Sickness
6720,Andhra Pradesh,2001,Causes,Cancellation/Non-Settlement of Marriage,Female,0-14,7,Relation Troubles
6721,Andhra Pradesh,2001,Causes,Causes Not known,Female,0-14,17,Causes Not known
6725,Andhra Pradesh,2001,Causes,Physical Abuse (Rape/Incest Etc.),Female,0-14,5,Physical Abuse (Rape/Incest Etc.)
6726,Andhra Pradesh,2001,Causes,Unemployment,Female,0-14,3,Financial issues
6727,Andhra Pradesh,2001,Causes,Love Affairs,Female,0-14,3,Relation Troubles
6729,Andhra Pradesh,2001,Causes,Other Causes (Please Specity),Female,0-14,61,Others Causes
6731,Andhra Pradesh,2001,Causes,Drug Abuse/Addiction,Female,0-14,1,Drug Abuse/Addiction
6734,Andhra Pradesh,2001,Causes,Other Prolonged Illness,Female,0-14,48,Sickness
6735,Andhra Pradesh,2001,Causes,Suspected/Illicit Relation,Female,0-14,2,Relation Troubles
6736,Andhra Pradesh,2001,Causes,Bankruptcy or Sudden change in Economic,Female,0-14,2,Financial issues
6739,Andhra Pradesh,2001,Causes,Family Problems,Male,0-14,12,Relation Troubles
6740,Andhra Pradesh,2001,Causes,Causes Not known,Male,0-14,35,Causes Not known
6741,Andhra Pradesh,2001,Causes,Love Affairs,Male,0-14,3,Relation Troubles
6743,Andhra Pradesh,2001,Causes,Other Prolonged Illness,Male,0-14,47,Sickness
6746,Andhra Pradesh,2001,Causes,Failure in Examination,Male,0-14,13,Pressures of Society
6748,Andhra Pradesh,2001,Causes,Poverty,Male,0-14,7,Financial issues
6750,Andhra Pradesh,2001,Causes,Other Causes (Please Specity),Male,0-14,54,Others Causes
6759,Andhra Pradesh,2001,Causes,Illness (Aids/STD),Male,0-14,1,Sickness
6762,Andhra Pradesh,2001,Causes,Insanity/Mental Illness,Male,0-14,1,Sickness
6764,Andhra Pradesh,2001,Causes,Insanity/Mental Illness,Female,15-29,112,Sickness
6765,Andhra Pradesh,2001,Causes,Paralysis,Female,15-29,9,Sickness
6767,Andhra Pradesh,2001,Causes,Cancellation/Non-Settlement of Marriage,Female,15-29,40,Relation Troubles
6768,Andhra Pradesh,2001,Causes,Fall in Social Reputation,Female,15-29,23,Pressures of Society
6769,Andhra Pradesh,2001,Causes,Causes Not known,Female,15-29,155,Causes Not known
6770,Andhra Pradesh,2001,Causes,Love Affairs,Female,15-29,65,Relation Troubles
6771,Andhra Pradesh,2001,Causes,Other Prolonged Illness,Female,15-29,342,Sickness
6772,Andhra Pradesh,2001,Causes,Professional/Career Problem,Female,15-29,6,Financial issues
6773,Andhra Pradesh,2001,Causes,Illness (Aids/STD),Female,15-29,68,Sickness
6774,Andhra Pradesh,2001,Causes,Failure in Examination,Female,15-29,44,Pressures of Society
6775,Andhra Pradesh,2001,Causes,Other Causes (Please Specity),Female,15-29,196,Others Causes
6776,Andhra Pradesh,2001,Causes,Unemployment,Female,15-29,7,Financial issues
6777,Andhra Pradesh,2001,Causes,Ideological Causes/Hero Worshipping,Female,15-29,3,Pressures of Society
6778,Andhra Pradesh,2001,Causes,Dowry Dispute,Female,15-29,159,Relation Troubles
6779,Andhra Pradesh,2001,Causes,Bankruptcy or Sudden change in Economic,Female,15-29,10,Financial issues
6780,Andhra Pradesh,2001,Causes,Suspected/Illicit Relation,Female,15-29,21,Relation Troubles
6781,Andhra Pradesh,2001,Causes,Cancer,Female,15-29,3,Sickness
6782,Andhra Pradesh,2001,Causes,Death of Dear Person,Female,15-29,36,Relation Troubles
6783,Andhra Pradesh,2001,Causes,Illegitimate Pregnancy,Female,15-29,18,Relation Troubles
6784,Andhra Pradesh,2001,Causes,Property Dispute,Female,15-29,8,Financial issues
6785,Andhra Pradesh,2001,Causes,Physical Abuse (Rape/Incest Etc.),Female,15-29,30,Physical Abuse (Rape/Incest Etc.)
6786,Andhra Pradesh,2001,Causes,Not having Children(Barrenness/Impotency,Female,15-29,31,Relation Troubles
6787,Andhra Pradesh,2001,Causes,Family Problems,Female,15-29,437,Relation Troubles
6788,Andhra Pradesh,2001,Causes,Poverty,Female,15-29,39,Financial issues
6789,Andhra Pradesh,2001,Causes,Divorce,Female,15-29,9,Relation Troubles
6790,Andhra Pradesh,2001,Causes,Insanity/Mental Illness,Male,15-29,110,Sickness
6791,Andhra Pradesh,2001,Causes,Physical Abuse (Rape/Incest Etc.),Male,15-29,9,Physical Abuse (Rape/Incest Etc.)
6792,Andhra Pradesh,2001,Causes,Causes Not known,Male,15-29,234,Causes Not known
6793,Andhra Pradesh,2001,Causes,Cancellation/Non-Settlement of Marriage,Male,15-29,20,Relation Troubles
6794,Andhra Pradesh,2001,Causes,Love Affairs,Male,15-29,84,Relation Troubles
6795,Andhra Pradesh,2001,Causes,Not having Children(Barrenness/Impotency,Male,15-29,11,Relation Troubles
6796,Andhra Pradesh,2001,Causes,Property Dispute,Male,15-29,11,Financial issues
6797,Andhra Pradesh,2001,Causes,Divorce,Male,15-29,1,Relation Troubles
6798,Andhra Pradesh,2001,Causes,Failure in Examination,Male,15-29,84,Pressures of Society
6799,Andhra Pradesh,2001,Causes,Family Problems,Male,15-29,492,Relation Troubles
