,State,Year,Categories,Age_group,Total
482,Andhra Pradesh,2007,Relation Troubles,0-14,77
483,Andhra Pradesh,2007,Relation Troubles,15-29,1557
484,Andhra Pradesh,2007,Relation Troubles,30-44,1144
485,Andhra Pradesh,2007,Relation Troubles,45-59,515
486,Andhra Pradesh,2007,Relation Troubles,60+,127
487,Andhra Pradesh,2007,Sickness,0-14,90
488,Andhra Pradesh,2007,Sickness,15-29,1447
489,Andhra Pradesh,2007,Sickness,30-44,1514
490,Andhra Pradesh,2007,Sickness,45-59,1012
491,Andhra Pradesh,2007,Sickness,60+,566
492,Andhra Pradesh,2008,Causes Not known,0-14,13
493,Andhra Pradesh,2008,Causes Not known,15-29,250
494,Andhra Pradesh,2008,Causes Not known,30-44,268
495,Andhra Pradesh,2008,Causes Not known,45-59,184
496,Andhra Pradesh,2008,Causes Not known,60+,53
497,Andhra Pradesh,2008,Drug Abuse/Addiction,15-29,14
498,Andhra Pradesh,2008,Drug Abuse/Addiction,30-44,22
499,Andhra Pradesh,2008,Drug Abuse/Addiction,45-59,13
500,Andhra Pradesh,2008,Drug Abuse/Addiction,60+,1
501,Andhra Pradesh,2008,Financial issues,0-14,10
502,Andhra Pradesh,2008,Financial issues,15-29,617
503,Andhra Pradesh,2008,Financial issues,30-44,1006
504,Andhra Pradesh,2008,Financial issues,45-59,762
505,Andhra Pradesh,2008,Financial issues,60+,184
506,Andhra Pradesh,2008,Others Causes,0-14,77
507,Andhra Pradesh,2008,Others Causes,15-29,848
508,Andhra Pradesh,2008,Others Causes,30-44,1150
509,Andhra Pradesh,2008,Others Causes,45-59,696
510,Andhra Pradesh,2008,Others Causes,60+,191
511,Andhra Pradesh,2008,Physical Abuse (Rape/Incest Etc.),15-29,1
512,Andhra Pradesh,2008,Pressures of Society,0-14,28
513,Andhra Pradesh,2008,Pressures of Society,15-29,202
514,Andhra Pradesh,2008,Pressures of Society,30-44,32
515,Andhra Pradesh,2008,Pressures of Society,45-59,19
516,Andhra Pradesh,2008,Pressures of Society,60+,8
517,Andhra Pradesh,2008,Relation Troubles,0-14,39
518,Andhra Pradesh,2008,Relation Troubles,15-29,1377
519,Andhra Pradesh,2008,Relation Troubles,30-44,1240
520,Andhra Pradesh,2008,Relation Troubles,45-59,519
521,Andhra Pradesh,2008,Relation Troubles,60+,127
522,Andhra Pradesh,2008,Sickness,0-14,46
523,Andhra Pradesh,2008,Sickness,15-29,1287
524,Andhra Pradesh,2008,Sickness,30-44,1535
525,Andhra Pradesh,2008,Sickness,45-59,1022
526,Andhra Pradesh,2008,Sickness,60+,513
527,Andhra Pradesh,2009,Causes Not known,0-14,14
528,Andhra Pradesh,2009,Causes Not known,15-29,314
529,Andhra Pradesh,2009,Causes Not known,30-44,367
530,Andhra Pradesh,2009,Causes Not known,45-59,197
531,Andhra Pradesh,2009,Causes Not known,60+,98
532,Andhra Pradesh,2009,Drug Abuse/Addiction,15-29,25
533,Andhra Pradesh,2009,Drug Abuse/Addiction,30-44,31
534,Andhra Pradesh,2009,Drug Abuse/Addiction,45-59,16
535,Andhra Pradesh,2009,Drug Abuse/Addiction,60+,5
536,Andhra Pradesh,2009,Financial issues,0-14,10
537,Andhra Pradesh,2009,Financial issues,15-29,656
538,Andhra Pradesh,2009,Financial issues,30-44,1181
539,Andhra Pradesh,2009,Financial issues,45-59,870
540,Andhra Pradesh,2009,Financial issues,60+,187
541,Andhra Pradesh,2009,Others Causes,0-14,76
542,Andhra Pradesh,2009,Others Causes,15-29,944
543,Andhra Pradesh,2009,Others Causes,30-44,961
544,Andhra Pradesh,2009,Others Causes,45-59,579
545,Andhra Pradesh,2009,Others Causes,60+,152
546,Andhra Pradesh,2009,Physical Abuse (Rape/Incest Etc.),15-29,2
547,Andhra Pradesh,2009,Physical Abuse (Rape/Incest Etc.),30-44,1
548,Andhra Pradesh,2009,Physical Abuse (Rape/Incest Etc.),45-59,1
549,Andhra Pradesh,2009,Pressures of Society,0-14,17
550,Andhra Pradesh,2009,Pressures of Society,15-29,230
551,Andhra Pradesh,2009,Pressures of Society,30-44,79
552,Andhra Pradesh,2009,Pressures of Society,45-59,102
553,Andhra Pradesh,2009,Pressures of Society,60+,9
554,Andhra Pradesh,2009,Relation Troubles,0-14,44
555,Andhra Pradesh,2009,Relation Troubles,15-29,1307
556,Andhra Pradesh,2009,Relation Troubles,30-44,1171
557,Andhra Pradesh,2009,Relation Troubles,45-59,598
558,Andhra Pradesh,2009,Relation Troubles,60+,87
559,Andhra Pradesh,2009,Sickness,0-14,33
560,Andhra Pradesh,2009,Sickness,15-29,1183
561,Andhra Pradesh,2009,Sickness,30-44,1351
562,Andhra Pradesh,2009,Sickness,45-59,1052
563,Andhra Pradesh,2009,Sickness,60+,550
564,Andhra Pradesh,2010,Causes Not known,0-14,68
565,Andhra Pradesh,2010,Causes Not known,15-29,566
566,Andhra Pradesh,2010,Causes Not known,30-44,669
567,Andhra Pradesh,2010,Causes Not known,45-59,324
568,Andhra Pradesh,2010,Causes Not known,60+,135
569,Andhra Pradesh,2010,Drug Abuse/Addiction,15-29,22
570,Andhra Pradesh,2010,Drug Abuse/Addiction,30-44,37
571,Andhra Pradesh,2010,Drug Abuse/Addiction,45-59,36
572,Andhra Pradesh,2010,Drug Abuse/Addiction,60+,9
573,Andhra Pradesh,2010,Financial issues,0-14,2
574,Andhra Pradesh,2010,Financial issues,15-29,802
575,Andhra Pradesh,2010,Financial issues,30-44,1111
576,Andhra Pradesh,2010,Financial issues,45-59,636
577,Andhra Pradesh,2010,Financial issues,60+,151
578,Andhra Pradesh,2010,Others Causes,0-14,47
579,Andhra Pradesh,2010,Others Causes,15-29,769
580,Andhra Pradesh,2010,Others Causes,30-44,918
581,Andhra Pradesh,2010,Others Causes,45-59,508
582,Andhra Pradesh,2010,Others Causes,60+,194
583,Andhra Pradesh,2010,Physical Abuse (Rape/Incest Etc.),15-29,2
584,Andhra Pradesh,2010,Pressures of Society,0-14,30
585,Andhra Pradesh,2010,Pressures of Society,15-29,343
586,Andhra Pradesh,2010,Pressures of Society,30-44,88
587,Andhra Pradesh,2010,Pressures of Society,45-59,40
588,Andhra Pradesh,2010,Pressures of Society,60+,10
589,Andhra Pradesh,2010,Relation Troubles,0-14,6
590,Andhra Pradesh,2010,Relation Troubles,15-29,1682
591,Andhra Pradesh,2010,Relation Troubles,30-44,1182
592,Andhra Pradesh,2010,Relation Troubles,45-59,533
593,Andhra Pradesh,2010,Relation Troubles,60+,136
594,Andhra Pradesh,2010,Sickness,0-14,72
595,Andhra Pradesh,2010,Sickness,15-29,1489
596,Andhra Pradesh,2010,Sickness,30-44,1429
597,Andhra Pradesh,2010,Sickness,45-59,1167
598,Andhra Pradesh,2010,Sickness,60+,688
599,Andhra Pradesh,2011,Causes Not known,0-14,44
600,Andhra Pradesh,2011,Causes Not known,15-29,388
601,Andhra Pradesh,2011,Causes Not known,30-44,563
602,Andhra Pradesh,2011,Causes Not known,45-59,345
603,Andhra Pradesh,2011,Causes Not known,60+,179
604,Andhra Pradesh,2011,Drug Abuse/Addiction,0-14,3
605,Andhra Pradesh,2011,Drug Abuse/Addiction,15-29,40
606,Andhra Pradesh,2011,Drug Abuse/Addiction,30-44,51
607,Andhra Pradesh,2011,Drug Abuse/Addiction,45-59,22
608,Andhra Pradesh,2011,Drug Abuse/Addiction,60+,10
609,Andhra Pradesh,2011,Financial issues,0-14,18
610,Andhra Pradesh,2011,Financial issues,15-29,655
611,Andhra Pradesh,2011,Financial issues,30-44,1136
612,Andhra Pradesh,2011,Financial issues,45-59,799
613,Andhra Pradesh,2011,Financial issues,60+,193
614,Andhra Pradesh,2011,Others Causes,0-14,70
615,Andhra Pradesh,2011,Others Causes,15-29,695
616,Andhra Pradesh,2011,Others Causes,30-44,739
617,Andhra Pradesh,2011,Others Causes,45-59,579
618,Andhra Pradesh,2011,Others Causes,60+,147
619,Andhra Pradesh,2011,Physical Abuse (Rape/Incest Etc.),0-14,1
620,Andhra Pradesh,2011,Physical Abuse (Rape/Incest Etc.),15-29,2
621,Andhra Pradesh,2011,Physical Abuse (Rape/Incest Etc.),30-44,1
622,Andhra Pradesh,2011,Pressures of Society,0-14,14
623,Andhra Pradesh,2011,Pressures of Society,15-29,180
624,Andhra Pradesh,2011,Pressures of Society,30-44,24
625,Andhra Pradesh,2011,Pressures of Society,45-59,9
626,Andhra Pradesh,2011,Relation Troubles,0-14,47
627,Andhra Pradesh,2011,Relation Troubles,15-29,1855
628,Andhra Pradesh,2011,Relation Troubles,30-44,1359
629,Andhra Pradesh,2011,Relation Troubles,45-59,613
630,Andhra Pradesh,2011,Relation Troubles,60+,142
631,Andhra Pradesh,2011,Sickness,0-14,58
632,Andhra Pradesh,2011,Sickness,15-29,1297
633,Andhra Pradesh,2011,Sickness,30-44,1233
634,Andhra Pradesh,2011,Sickness,45-59,1006
635,Andhra Pradesh,2011,Sickness,60+,560
636,Andhra Pradesh,2012,Causes Not known,0-14,43
637,Andhra Pradesh,2012,Causes Not known,15-29,353
638,Andhra Pradesh,2012,Causes Not known,30-44,466
639,Andhra Pradesh,2012,Causes Not known,45-59,254
640,Andhra Pradesh,2012,Causes Not known,60+,100
641,Andhra Pradesh,2012,Drug Abuse/Addiction,0-14,1
642,Andhra Pradesh,2012,Drug Abuse/Addiction,15-29,48
643,Andhra Pradesh,2012,Drug Abuse/Addiction,30-44,67
644,Andhra Pradesh,2012,Drug Abuse/Addiction,45-59,32
645,Andhra Pradesh,2012,Drug Abuse/Addiction,60+,16
646,Andhra Pradesh,2012,Financial issues,0-14,3
647,Andhra Pradesh,2012,Financial issues,15-29,617
648,Andhra Pradesh,2012,Financial issues,30-44,1113
649,Andhra Pradesh,2012,Financial issues,45-59,678
650,Andhra Pradesh,2012,Financial issues,60+,162
651,Andhra Pradesh,2012,Others Causes,0-14,63
652,Andhra Pradesh,2012,Others Causes,15-29,645
653,Andhra Pradesh,2012,Others Causes,30-44,758
654,Andhra Pradesh,2012,Others Causes,45-59,460
655,Andhra Pradesh,2012,Others Causes,60+,181
656,Andhra Pradesh,2012,Physical Abuse (Rape/Incest Etc.),0-14,6
657,Andhra Pradesh,2012,Physical Abuse (Rape/Incest Etc.),15-29,20
658,Andhra Pradesh,2012,Physical Abuse (Rape/Incest Etc.),30-44,8
659,Andhra Pradesh,2012,Physical Abuse (Rape/Incest Etc.),45-59,2
660,Andhra Pradesh,2012,Pressures of Society,0-14,22
661,Andhra Pradesh,2012,Pressures of Society,15-29,184
662,Andhra Pradesh,2012,Pressures of Society,30-44,68
663,Andhra Pradesh,2012,Pressures of Society,45-59,21
664,Andhra Pradesh,2012,Pressures of Society,60+,6
665,Andhra Pradesh,2012,Relation Troubles,0-14,40
666,Andhra Pradesh,2012,Relation Troubles,15-29,1530
667,Andhra Pradesh,2012,Relation Troubles,30-44,1274
668,Andhra Pradesh,2012,Relation Troubles,45-59,608
669,Andhra Pradesh,2012,Relation Troubles,60+,157
670,Andhra Pradesh,2012,Sickness,0-14,30
671,Andhra Pradesh,2012,Sickness,15-29,1192
672,Andhra Pradesh,2012,Sickness,30-44,1340
673,Andhra Pradesh,2012,Sickness,45-59,1015
674,Andhra Pradesh,2012,Sickness,60+,655
675,Arunachal Pradesh,2001,Causes Not known,0-14,4
676,Arunachal Pradesh,2001,Causes Not known,15-29,34
677,Arunachal Pradesh,2001,Causes Not known,30-44,43
678,Arunachal Pradesh,2001,Causes Not known,45-59,9
679,Arunachal Pradesh,2001,Causes Not known,60+,1
680,Arunachal Pradesh,2001,Financial issues,15-29,4
681,Arunachal Pradesh,2001,Financial issues,30-44,3
682,Arunachal Pradesh,2001,Financial issues,45-59,1
683,Arunachal Pradesh,2001,Relation Troubles,15-29,8
684,Arunachal Pradesh,2001,Relation Troubles,45-59,1
685,Arunachal Pradesh,2001,Sickness,15-29,1
686,Arunachal Pradesh,2001,Sickness,30-44,1
687,Arunachal Pradesh,2001,Sickness,45-59,1
688,Arunachal Pradesh,2002,Causes Not known,0-14,3
689,Arunachal Pradesh,2002,Causes Not known,15-29,33
690,Arunachal Pradesh,2002,Causes Not known,30-44,43
691,Arunachal Pradesh,2002,Causes Not known,45-59,9
692,Arunachal Pradesh,2002,Causes Not known,60+,2
693,Arunachal Pradesh,2002,Financial issues,15-29,3
694,Arunachal Pradesh,2002,Pressures of Society,15-29,2
695,Arunachal Pradesh,2002,Relation Troubles,15-29,9
696,Arunachal Pradesh,2002,Relation Troubles,30-44,4
697,Arunachal Pradesh,2002,Relation Troubles,45-59,1
698,Arunachal Pradesh,2002,Sickness,15-29,1
699,Arunachal Pradesh,2002,Sickness,30-44,2
700,Arunachal Pradesh,2002,Sickness,60+,2
701,Arunachal Pradesh,2003,Causes Not known,0-14,4
702,Arunachal Pradesh,2003,Causes Not known,15-29,21
703,Arunachal Pradesh,2003,Causes Not known,30-44,31
704,Arunachal Pradesh,2003,Causes Not known,45-59,12
705,Arunachal Pradesh,2003,Causes Not known,60+,1
706,Arunachal Pradesh,2003,Drug Abuse/Addiction,15-29,1
707,Arunachal Pradesh,2003,Relation Troubles,15-29,3
708,Arunachal Pradesh,2003,Relation Troubles,30-44,2
709,Arunachal Pradesh,2003,Relation Troubles,45-59,1
710,Arunachal Pradesh,2003,Sickness,30-44,3
711,Arunachal Pradesh,2003,Sickness,45-59,1
712,Arunachal Pradesh,2003,Sickness,60+,1
713,Arunachal Pradesh,2004,Causes Not known,0-14,5
714,Arunachal Pradesh,2004,Causes Not known,15-29,30
715,Arunachal Pradesh,2004,Causes Not known,30-44,32
716,Arunachal Pradesh,2004,Causes Not known,45-59,6
717,Arunachal Pradesh,2004,Drug Abuse/Addiction,30-44,1
718,Arunachal Pradesh,2004,Financial issues,30-44,2
719,Arunachal Pradesh,2004,Relation Troubles,30-44,2
720,Arunachal Pradesh,2004,Sickness,15-29,1
721,Arunachal Pradesh,2005,Causes Not known,15-29,20
722,Arunachal Pradesh,2005,Causes Not known,30-44,31
723,Arunachal Pradesh,2005,Causes Not known,45-59,4
724,Arunachal Pradesh,2005,Causes Not known,60+,4
725,Arunachal Pradesh,2005,Pressures of Society,15-29,1
726,Arunachal Pradesh,2005,Relation Troubles,15-29,2
727,Arunachal Pradesh,2005,Relation Troubles,30-44,4
728,Arunachal Pradesh,2005,Relation Troubles,45-59,1
729,Arunachal Pradesh,2005,Relation Troubles,60+,1
730,Arunachal Pradesh,2005,Sickness,30-44,2
731,Arunachal Pradesh,2006,Causes Not known,0-14,4
732,Arunachal Pradesh,2006,Causes Not known,15-29,22
733,Arunachal Pradesh,2006,Causes Not known,30-44,25
734,Arunachal Pradesh,2006,Causes Not known,45-59,14
735,Arunachal Pradesh,2006,Others Causes,15-29,11
736,Arunachal Pradesh,2006,Others Causes,30-44,22
737,Arunachal Pradesh,2006,Others Causes,45-59,6
738,Arunachal Pradesh,2006,Others Causes,60+,1
739,Arunachal Pradesh,2006,Pressures of Society,15-29,1
740,Arunachal Pradesh,2006,Relation Troubles,15-29,9
741,Arunachal Pradesh,2006,Relation Troubles,30-44,9
742,Arunachal Pradesh,2006,Relation Troubles,45-59,3
743,Arunachal Pradesh,2006,Sickness,30-44,1
744,Arunachal Pradesh,2006,Sickness,45-59,1
745,Arunachal Pradesh,2007,Causes Not known,0-14,2
746,Arunachal Pradesh,2007,Causes Not known,15-29,15
747,Arunachal Pradesh,2007,Causes Not known,30-44,9
748,Arunachal Pradesh,2007,Causes Not known,45-59,3
749,Arunachal Pradesh,2007,Financial issues,0-14,1
750,Arunachal Pradesh,2007,Financial issues,15-29,6
751,Arunachal Pradesh,2007,Financial issues,30-44,10
752,Arunachal Pradesh,2007,Financial issues,45-59,1
753,Arunachal Pradesh,2007,Others Causes,0-14,4
754,Arunachal Pradesh,2007,Others Causes,15-29,29
755,Arunachal Pradesh,2007,Others Causes,30-44,26
756,Arunachal Pradesh,2007,Others Causes,45-59,7
757,Arunachal Pradesh,2007,Others Causes,60+,3
758,Arunachal Pradesh,2007,Relation Troubles,15-29,2
759,Arunachal Pradesh,2007,Relation Troubles,30-44,4
760,Arunachal Pradesh,2007,Relation Troubles,45-59,1
761,Arunachal Pradesh,2007,Sickness,15-29,1
762,Arunachal Pradesh,2007,Sickness,30-44,5
763,Arunachal Pradesh,2008,Causes Not known,0-14,2
764,Arunachal Pradesh,2008,Causes Not known,15-29,33
765,Arunachal Pradesh,2008,Causes Not known,30-44,28
766,Arunachal Pradesh,2008,Causes Not known,45-59,6
767,Arunachal Pradesh,2008,Others Causes,15-29,22
768,Arunachal Pradesh,2008,Others Causes,30-44,5
769,Arunachal Pradesh,2008,Pressures of Society,15-29,1
770,Arunachal Pradesh,2008,Relation Troubles,15-29,5
771,Arunachal Pradesh,2008,Relation Troubles,30-44,3
772,Arunachal Pradesh,2008,Relation Troubles,45-59,1
773,Arunachal Pradesh,2008,Sickness,15-29,1
774,Arunachal Pradesh,2008,Sickness,30-44,2
775,Arunachal Pradesh,2008,Sickness,45-59,1
776,Arunachal Pradesh,2009,Causes Not known,0-14,2
777,Arunachal Pradesh,2009,Causes Not known,15-29,33
778,Arunachal Pradesh,2009,Causes Not known,30-44,28
779,Arunachal Pradesh,2009,Causes Not known,45-59,6
780,Arunachal Pradesh,2009,Others Causes,15-29,22
781,Arunachal Pradesh,2009,Others Causes,30-44,5
782,Arunachal Pradesh,2009,Pressures of Society,15-29,1
783,Arunachal Pradesh,2009,Relation Troubles,15-29,5
784,Arunachal Pradesh,2009,Relation Troubles,30-44,3
785,Arunachal Pradesh,2009,Relation Troubles,45-59,1
786,Arunachal Pradesh,2009,Sickness,15-29,1
787,Arunachal Pradesh,2009,Sickness,30-44,2
788,Arunachal Pradesh,2009,Sickness,45-59,1
789,Arunachal Pradesh,2010,Causes Not known,0-14,4
790,Arunachal Pradesh,2010,Causes Not known,15-29,27
791,Arunachal Pradesh,2010,Causes Not known,30-44,18
792,Arunachal Pradesh,2010,Causes Not known,45-59,3
793,Arunachal Pradesh,2010,Financial issues,15-29,3
794,Arunachal Pradesh,2010,Others Causes,0-14,3
795,Arunachal Pradesh,2010,Others Causes,15-29,32
796,Arunachal Pradesh,2010,Others Causes,30-44,17
797,Arunachal Pradesh,2010,Others Causes,45-59,4
798,Arunachal Pradesh,2010,Others Causes,60+,1
799,Arunachal Pradesh,2010,Relation Troubles,15-29,11
800,Arunachal Pradesh,2010,Relation Troubles,30-44,3
801,Arunachal Pradesh,2010,Relation Troubles,45-59,1
802,Arunachal Pradesh,2010,Relation Troubles,60+,1
803,Arunachal Pradesh,2010,Sickness,0-14,1
804,Arunachal Pradesh,2010,Sickness,30-44,2
805,Arunachal Pradesh,2011,Causes Not known,0-14,7
806,Arunachal Pradesh,2011,Causes Not known,15-29,35
807,Arunachal Pradesh,2011,Causes Not known,30-44,25
808,Arunachal Pradesh,2011,Causes Not known,45-59,8
809,Arunachal Pradesh,2011,Causes Not known,60+,1
810,Arunachal Pradesh,2011,Drug Abuse/Addiction,45-59,1
811,Arunachal Pradesh,2011,Financial issues,30-44,2
812,Arunachal Pradesh,2011,Others Causes,0-14,1
813,Arunachal Pradesh,2011,Others Causes,15-29,15
814,Arunachal Pradesh,2011,Others Causes,30-44,7
815,Arunachal Pradesh,2011,Others Causes,45-59,8
816,Arunachal Pradesh,2011,Relation Troubles,0-14,1
817,Arunachal Pradesh,2011,Relation Troubles,15-29,7
818,Arunachal Pradesh,2011,Relation Troubles,30-44,7
819,Arunachal Pradesh,2011,Relation Troubles,45-59,2
820,Arunachal Pradesh,2011,Sickness,30-44,2
821,Arunachal Pradesh,2011,Sickness,45-59,2
822,Arunachal Pradesh,2011,Sickness,60+,3
823,Arunachal Pradesh,2012,Causes Not known,0-14,1
824,Arunachal Pradesh,2012,Causes Not known,15-29,34
825,Arunachal Pradesh,2012,Causes Not known,30-44,23
826,Arunachal Pradesh,2012,Causes Not known,45-59,12
827,Arunachal Pradesh,2012,Causes Not known,60+,1
828,Arunachal Pradesh,2012,Financial issues,30-44,2
829,Arunachal Pradesh,2012,Financial issues,45-59,3
830,Arunachal Pradesh,2012,Others Causes,15-29,6
831,Arunachal Pradesh,2012,Others Causes,30-44,15
832,Arunachal Pradesh,2012,Others Causes,45-59,13
833,Arunachal Pradesh,2012,Relation Troubles,15-29,7
834,Arunachal Pradesh,2012,Relation Troubles,30-44,5
835,Arunachal Pradesh,2012,Relation Troubles,45-59,1
836,Arunachal Pradesh,2012,Sickness,15-29,1
837,Arunachal Pradesh,2012,Sickness,30-44,3
838,Arunachal Pradesh,2012,Sickness,45-59,3
839,Assam,2001,Causes Not known,0-14,30
840,Assam,2001,Causes Not known,15-29,236
841,Assam,2001,Causes Not known,30-44,258
842,Assam,2001,Causes Not known,45-59,147
843,Assam,2001,Causes Not known,60+,27
844,Assam,2001,Drug Abuse/Addiction,15-29,3
845,Assam,2001,Drug Abuse/Addiction,30-44,3
846,Assam,2001,Drug Abuse/Addiction,45-59,2
847,Assam,2001,Financial issues,15-29,205
848,Assam,2001,Financial issues,30-44,295
849,Assam,2001,Financial issues,45-59,182
850,Assam,2001,Financial issues,60+,17
851,Assam,2001,Others Causes,0-14,10
852,Assam,2001,Others Causes,15-29,80
853,Assam,2001,Others Causes,30-44,81
854,Assam,2001,Others Causes,45-59,53
855,Assam,2001,Others Causes,60+,6
856,Assam,2001,Physical Abuse (Rape/Incest Etc.),15-29,4
857,Assam,2001,Physical Abuse (Rape/Incest Etc.),30-44,2
858,Assam,2001,Pressures of Society,0-14,8
859,Assam,2001,Pressures of Society,15-29,76
860,Assam,2001,Pressures of Society,30-44,22
861,Assam,2001,Pressures of Society,45-59,2
862,Assam,2001,Relation Troubles,0-14,2
863,Assam,2001,Relation Troubles,15-29,366
864,Assam,2001,Relation Troubles,30-44,265
865,Assam,2001,Relation Troubles,45-59,100
866,Assam,2001,Relation Troubles,60+,5
867,Assam,2001,Sickness,0-14,4
868,Assam,2001,Sickness,15-29,33
869,Assam,2001,Sickness,30-44,50
870,Assam,2001,Sickness,45-59,51
871,Assam,2001,Sickness,60+,22
872,Assam,2002,Causes Not known,0-14,23
873,Assam,2002,Causes Not known,15-29,212
874,Assam,2002,Causes Not known,30-44,181
875,Assam,2002,Causes Not known,45-59,149
876,Assam,2002,Causes Not known,60+,21
877,Assam,2002,Drug Abuse/Addiction,15-29,12
878,Assam,2002,Drug Abuse/Addiction,30-44,15
879,Assam,2002,Drug Abuse/Addiction,45-59,2
880,Assam,2002,Financial issues,15-29,193
881,Assam,2002,Financial issues,30-44,265
882,Assam,2002,Financial issues,45-59,151
883,Assam,2002,Financial issues,60+,5
884,Assam,2002,Others Causes,0-14,4
885,Assam,2002,Others Causes,15-29,87
886,Assam,2002,Others Causes,30-44,85
887,Assam,2002,Others Causes,45-59,30
888,Assam,2002,Others Causes,60+,10
889,Assam,2002,Physical Abuse (Rape/Incest Etc.),15-29,2
890,Assam,2002,Physical Abuse (Rape/Incest Etc.),30-44,2
891,Assam,2002,Pressures of Society,0-14,6
